start_ip,end_ip,port,action,is_redundant
28390,28631,2222,DENY,1
31258,31700,2379,ALLOW,0
50862,50927,5432,DENY,0
58584,58701,8888,ALLOW,0
5199,5226,25,DENY,0
20286,20429,2222,DENY,0
58514,58582,1433,DENY,0
7584,7608,22,ALLOW,0
6944,7070,4443,ALLOW,1
53980,54015,6443,DENY,0
2100,2263,3306,DENY,1
28898,29042,3306,DENY,0
45169,45339,1433,DENY,1
57335,57389,5432,ALLOW,0
35319,35876,3389,ALLOW,1
22445,22511,3389,DENY,1
19317,19431,8888,ALLOW,0
16155,16489,2222,DENY,0
45267,45355,8443,ALLOW,0
9643,9823,27017,ALLOW,0
50396,50651,5000,ALLOW,1
58219,58342,1433,ALLOW,0
50258,50352,22,DENY,0
47174,47522,22,ALLOW,1
23676,24002,22,ALLOW,1
3532,4270,8888,ALLOW,0
22778,22839,8080,ALLOW,1
1813,1917,21,ALLOW,0
4048,4127,443,ALLOW,0
16140,16210,8000,ALLOW,0
43193,43279,22,ALLOW,0
55348,55389,27017,ALLOW,0
43371,43400,10250,DENY,1
29183,29244,80,DENY,0
20628,20677,8443,ALLOW,1
13307,13406,2222,DENY,0
40368,40641,443,ALLOW,1
12123,12283,4443,DENY,0
11715,11878,22,ALLOW,0
58860,58974,8443,DENY,1
21555,21605,443,ALLOW,0
8640,8921,2379,ALLOW,1
4125,4245,6443,ALLOW,0
38822,38877,2222,ALLOW,0
58628,58860,6443,DENY,1
4516,4647,22,ALLOW,0
46211,46314,2222,ALLOW,0
41422,41482,27017,ALLOW,1
6429,6620,1433,DENY,1
26921,27301,4443,DENY,1
1616,1809,21,DENY,1
58840,58888,80,DENY,1
39311,39415,5432,DENY,1
38334,38431,80,DENY,0
32324,32368,8000,ALLOW,0
2315,2425,8080,DENY,0
52410,52520,2222,ALLOW,1
22103,22124,4443,DENY,0
30106,30287,2379,ALLOW,1
22440,22513,3389,DENY,1
47060,47258,53,ALLOW,0
47135,47584,2222,ALLOW,0
3568,3727,5000,DENY,1
3298,3552,2379,DENY,0
25888,26233,21,ALLOW,1
17013,17630,80,DENY,1
14963,15031,25,ALLOW,0
5115,5193,10250,DENY,1
26888,26949,3389,DENY,1
25414,25488,6443,DENY,0
17588,17593,9200,DENY,0
6569,6965,2379,ALLOW,0
50614,50744,6443,ALLOW,1
12435,12587,3306,DENY,1
13606,13686,21,DENY,0
41750,41939,53,ALLOW,0
35535,35635,2222,DENY,0
2802,2856,9000,DENY,1
38148,38168,21,ALLOW,1
4106,4566,3389,DENY,0
18835,19069,53,ALLOW,0
26578,26590,22,DENY,0
30401,30716,9000,ALLOW,1
43410,43544,21,ALLOW,1
11597,11847,8080,DENY,1
53988,54200,110,ALLOW,0
15825,16178,21,ALLOW,0
21098,21647,2222,ALLOW,0
51417,51461,9200,DENY,1
27803,27831,22,DENY,0
58000,58470,2379,ALLOW,0
47732,48285,27017,ALLOW,1
250,444,8080,ALLOW,0
7428,7498,9000,ALLOW,1
56551,56861,6443,ALLOW,0
5616,5947,25,DENY,1
37261,37491,8000,DENY,0
13698,13992,2379,ALLOW,1
5739,6255,22,DENY,1
39376,39426,8443,ALLOW,0
35310,35566,27017,DENY,1
37832,37887,1433,DENY,1
28878,29184,8443,DENY,1
53295,53341,9200,ALLOW,0
40261,40369,110,ALLOW,1
58719,58815,8888,DENY,1
37651,37765,6443,ALLOW,0
12572,12607,6379,ALLOW,0
43039,43391,25,ALLOW,1
41051,41207,21,ALLOW,0
40691,40780,4443,DENY,0
5675,5963,80,DENY,0
10054,10055,5432,ALLOW,0
24475,24650,8888,DENY,0
37166,37279,3389,ALLOW,1
35387,36085,22,ALLOW,0
33682,33707,27017,DENY,1
12143,12206,9200,ALLOW,1
1772,1899,2379,ALLOW,1
19744,19797,110,DENY,1
22289,22462,6443,ALLOW,0
11855,11946,9200,DENY,0
48939,49024,27017,DENY,1
46103,46125,443,ALLOW,0
58764,59015,6443,DENY,1
40996,41089,6443,DENY,0
5264,5384,4443,ALLOW,1
46734,46887,3389,DENY,0
28349,28374,110,ALLOW,0
21732,22067,25,DENY,1
14960,15043,25,DENY,1
27463,27662,9000,ALLOW,1
54826,54845,3389,ALLOW,0
12946,13314,8888,ALLOW,0
48041,48222,8080,DENY,1
62551,62620,10250,ALLOW,0
11682,12002,25,ALLOW,0
40886,41020,5432,ALLOW,1
28418,28887,110,ALLOW,0
43824,43876,110,DENY,0
2662,2887,22,DENY,1
56571,56686,3389,DENY,0
31614,31635,6379,ALLOW,1
53096,53233,9200,DENY,0
2605,2618,3389,ALLOW,0
3190,3238,6443,ALLOW,0
22407,22553,6443,DENY,1
41712,42092,6443,DENY,0
17088,17184,9200,ALLOW,1
23961,24148,110,DENY,1
3029,3187,443,ALLOW,1
33977,34060,53,ALLOW,0
6936,6984,5000,DENY,0
14219,14388,5432,ALLOW,1
22295,22432,8888,ALLOW,1
10642,11307,6443,ALLOW,1
26436,26565,80,ALLOW,0
34113,34276,9200,DENY,1
47763,47805,5000,DENY,0
444,541,4443,ALLOW,0
53408,53499,3389,ALLOW,0
58104,58418,2379,DENY,1
30942,31207,10250,DENY,1
59346,59387,6379,ALLOW,0
22334,22426,8888,ALLOW,1
58994,59032,8443,ALLOW,0
3189,3653,9200,DENY,0
17837,17884,53,ALLOW,1
2335,2399,443,DENY,0
18100,18189,1433,DENY,1
8378,8474,3306,DENY,1
40259,40310,2379,ALLOW,0
37958,37974,3306,DENY,0
32983,33147,25,DENY,0
51825,51871,5000,DENY,1
7091,7247,27017,DENY,1
54406,54459,53,ALLOW,0
104,126,3306,ALLOW,0
40596,40695,8080,ALLOW,1
52679,52763,8000,ALLOW,1
26760,26897,9200,ALLOW,1
58715,58756,53,DENY,0
3234,3649,9200,ALLOW,1
39461,39628,25,ALLOW,0
248,439,9000,DENY,0
34870,35164,80,DENY,1
19985,20041,110,DENY,1
8731,8848,3306,ALLOW,0
6850,6941,5000,DENY,0
20212,20860,443,ALLOW,0
53561,53752,3306,DENY,1
54041,54048,3306,DENY,0
41090,41118,8080,DENY,0
24722,25344,5432,ALLOW,0
36115,36116,110,ALLOW,1
310,526,21,ALLOW,1
59776,59830,80,ALLOW,0
33903,34190,9200,DENY,1
3103,3111,3306,DENY,0
14169,14259,4443,DENY,0
36679,36975,8443,ALLOW,1
11016,11017,25,ALLOW,0
9152,9172,110,ALLOW,0
3723,3909,9200,DENY,1
1009,1133,9000,DENY,1
33483,33629,8443,ALLOW,1
31565,31592,22,DENY,1
21095,21497,3306,DENY,0
37491,37688,110,DENY,0
33336,33394,3306,DENY,1
16602,16611,27017,ALLOW,0
17116,17620,8080,ALLOW,0
31729,31872,3389,ALLOW,1
5532,5564,3306,DENY,0
53173,53481,9000,DENY,1
54970,55003,27017,DENY,0
22141,22213,5000,DENY,1
8913,9089,9200,DENY,0
34049,34528,53,ALLOW,0
47123,47445,5432,ALLOW,1
16277,16344,5432,ALLOW,0
56976,57354,9200,DENY,0
44148,44186,5432,DENY,0
21225,21583,2222,ALLOW,0
18421,18440,110,ALLOW,1
20367,20407,5000,DENY,0
10616,10726,27017,DENY,0
44313,44571,4443,DENY,1
3947,4117,4443,DENY,1
41639,41812,6443,ALLOW,1
27005,27145,8888,DENY,1
56170,56255,3306,DENY,1
4831,4900,443,DENY,0
26481,26569,443,DENY,1
19703,19891,2379,DENY,1
48902,48972,9200,DENY,0
54686,54821,4443,DENY,1
36508,36569,1433,DENY,0
9988,10291,25,DENY,1
30931,31021,9200,ALLOW,0
25538,25694,2379,DENY,0
36626,36968,3306,ALLOW,0
26370,26389,5432,DENY,1
41886,42001,21,ALLOW,1
35415,36057,22,DENY,1
10289,10330,8443,DENY,0
48582,48649,6379,DENY,0
34680,34847,27017,ALLOW,0
40094,40300,5000,DENY,1
20760,20825,10250,ALLOW,0
49586,49627,22,DENY,0
37182,37271,3389,ALLOW,1
202,502,22,DENY,1
44487,44561,3389,DENY,0
53350,53414,2379,DENY,0
46093,46357,9200,DENY,0
33407,33898,8000,ALLOW,0
34627,34659,6443,ALLOW,1
3708,4071,5000,DENY,0
48060,48742,80,DENY,1
28324,28454,4443,ALLOW,1
7080,7369,22,ALLOW,1
57056,57139,9200,DENY,1
13224,13252,3306,DENY,0
23826,23910,2379,DENY,1
50643,50831,21,DENY,0
49832,49863,110,DENY,0
2930,3080,3306,ALLOW,1
9722,10134,8000,ALLOW,1
52881,52991,53,ALLOW,0
51797,51972,6443,DENY,0
20500,20549,9000,ALLOW,1
11249,11314,3306,DENY,0
19265,19327,2222,ALLOW,0
8560,8613,443,ALLOW,0
25940,25978,6443,ALLOW,0
51149,51421,5000,ALLOW,1
36964,37139,8000,DENY,1
9984,10095,8443,DENY,0
17196,17208,6379,DENY,1
24081,24400,8000,DENY,1
39071,39106,10250,ALLOW,1
33496,33499,6379,DENY,1
32590,32964,5000,ALLOW,1
44129,44450,3306,ALLOW,1
53780,53833,2222,DENY,0
19812,19872,10250,ALLOW,0
37148,37255,8443,DENY,1
24992,25478,22,ALLOW,0
46359,46563,2222,DENY,0
30152,30485,53,DENY,1
49692,50353,5432,ALLOW,0
46173,46211,4443,ALLOW,0
54787,55042,80,DENY,1
835,1520,6379,ALLOW,0
33840,34250,9000,DENY,1
47332,47660,21,ALLOW,1
44224,44367,6443,ALLOW,0
49178,49295,6443,ALLOW,0
36374,36907,2222,ALLOW,1
22927,22998,25,ALLOW,0
38298,38481,4443,DENY,0
9463,9525,3389,ALLOW,0
23887,24071,2379,DENY,0
10947,11172,5000,DENY,1
28152,28266,110,DENY,0
31508,31635,80,DENY,1
53010,53026,3306,ALLOW,0
41492,41807,2379,DENY,1
7042,7184,25,DENY,1
57371,57510,22,DENY,0
26683,27287,3389,ALLOW,0
4710,4771,8000,DENY,1
26549,27030,8000,ALLOW,0
59608,60060,3306,ALLOW,0
15841,16031,10250,ALLOW,1
58902,59002,6379,DENY,1
11782,11859,5000,DENY,1
18415,18463,8443,DENY,0
11855,11927,10250,ALLOW,1
29011,29513,8443,DENY,0
50190,50308,8888,ALLOW,1
1877,1923,27017,ALLOW,1
42436,42520,4443,DENY,0
17997,18061,4443,DENY,0
42475,42557,8000,ALLOW,1
44668,44888,3389,DENY,1
17111,17148,4443,DENY,0
46637,46717,21,ALLOW,1
10090,10095,1433,ALLOW,0
14521,14630,5000,DENY,1
8246,8275,21,ALLOW,0
44907,45065,8080,ALLOW,0
2194,2470,21,DENY,1
22527,22868,3389,DENY,1
30139,30343,3389,ALLOW,1
35468,35547,2379,ALLOW,1
38218,38325,5000,ALLOW,0
10546,10907,3306,DENY,0
23400,23895,8443,DENY,0
56201,56202,21,ALLOW,0
48810,48972,9200,ALLOW,0
49895,50051,21,DENY,0
60465,60515,5000,ALLOW,0
12232,12574,10250,ALLOW,1
47835,48133,2379,ALLOW,0
46666,46730,4443,ALLOW,1
42481,43134,2379,ALLOW,0
15855,15858,6443,DENY,1
40140,40328,27017,ALLOW,1
28935,29315,8888,DENY,0
54115,54355,25,DENY,1
12715,12782,8000,ALLOW,1
20458,20562,9000,DENY,0
22550,22955,1433,DENY,1
48212,48317,443,DENY,0
56240,56401,9200,ALLOW,1
9352,9586,6379,DENY,1
58357,58840,6379,ALLOW,0
10484,10661,2379,ALLOW,1
2437,2496,25,ALLOW,1
17015,17041,8888,DENY,0
55698,55753,4443,ALLOW,0
55919,56139,8000,ALLOW,0
2445,2455,3389,ALLOW,0
59858,59991,3389,ALLOW,0
17721,17764,10250,ALLOW,1
3688,3784,21,ALLOW,0
40458,40518,6443,DENY,1
5132,5201,53,ALLOW,0
17676,17895,1433,DENY,1
21233,21698,5000,ALLOW,0
2369,2417,3389,DENY,0
23424,23893,8443,ALLOW,1
20355,20519,3389,ALLOW,1
40084,40296,5000,DENY,1
14133,14244,27017,DENY,0
8103,8127,9200,ALLOW,0
52677,52710,4443,DENY,1
20040,20171,110,ALLOW,0
37913,37941,4443,DENY,0
3542,3609,9200,ALLOW,0
15875,15914,21,DENY,1
2963,2982,10250,ALLOW,1
56201,56374,25,DENY,0
39577,39628,3389,DENY,0
17310,17539,8888,ALLOW,0
2522,2638,6379,ALLOW,0
20340,20529,3389,DENY,1
44528,44793,27017,DENY,1
48287,48558,9000,ALLOW,0
14722,14755,25,ALLOW,0
30924,31012,9000,ALLOW,0
36706,37019,2379,ALLOW,0
51817,52053,9200,DENY,0
14133,14172,3389,DENY,1
8554,8652,27017,ALLOW,0
2048,2344,22,DENY,1
2492,2871,25,DENY,1
47486,47601,5432,ALLOW,0
56611,56714,22,DENY,1
6098,6515,9000,DENY,0
3042,3542,8888,ALLOW,0
9517,9622,53,DENY,1
9897,10108,21,ALLOW,0
24500,24740,8080,ALLOW,1
52453,52585,9000,ALLOW,1
52002,52041,3389,ALLOW,1
7148,7503,2379,DENY,1
17209,17210,6379,DENY,1
8837,9051,3389,DENY,1
4367,4466,443,DENY,1
57218,57351,9200,ALLOW,1
48752,48893,5000,ALLOW,1
37148,37249,2222,ALLOW,0
41236,41403,2379,ALLOW,0
30827,31207,443,DENY,1
19047,19348,3306,DENY,1
1398,1424,9200,ALLOW,1
22346,22436,8888,DENY,0
29039,29492,8443,ALLOW,1
32951,33036,27017,ALLOW,0
22625,22714,22,DENY,1
30062,30066,53,DENY,0
16606,16620,4443,ALLOW,0
58909,58999,6379,DENY,1
3171,3214,10250,ALLOW,1
15080,15096,4443,DENY,0
14735,14846,8443,DENY,0
56598,57026,8443,DENY,0
46121,46128,27017,DENY,0
3082,3157,2222,ALLOW,1
21172,21337,5432,DENY,1
59599,59608,4443,DENY,0
48681,48783,5000,DENY,1
23887,23964,8000,ALLOW,0
2066,2312,3306,ALLOW,0
43733,43772,22,DENY,0
24487,24537,80,ALLOW,0
42248,42305,2379,ALLOW,0
55359,55629,3306,DENY,0
42923,43022,3389,DENY,0
52572,52593,8000,DENY,1
16304,16553,53,DENY,1
42936,43018,5000,DENY,0
1328,1399,8888,DENY,0
31866,31892,22,DENY,0
8370,8469,3306,DENY,1
24807,24888,53,ALLOW,1
13414,13528,5000,DENY,1
31408,31441,80,ALLOW,0
53036,53159,2379,DENY,1
34271,34571,8443,DENY,1
23074,23434,9200,DENY,1
1364,1405,25,DENY,0
29566,29878,80,DENY,1
16711,16831,110,DENY,1
50459,50584,8000,ALLOW,1
34606,34644,8000,DENY,0
16749,16908,8888,ALLOW,1
12061,12144,1433,ALLOW,0
49964,50053,3306,DENY,0
30782,30824,21,ALLOW,0
31067,31182,8443,DENY,1
33766,33790,22,DENY,0
37741,37786,2379,DENY,0
38325,38388,110,DENY,0
24795,24879,1433,ALLOW,1
29708,29774,1433,ALLOW,1
1303,1650,8000,DENY,0
45297,45479,21,ALLOW,1
47710,47824,3389,DENY,1
13115,13153,10250,ALLOW,1
43341,43384,25,DENY,0
48682,49061,8443,DENY,1
29225,29339,8000,ALLOW,1
42437,42608,8000,DENY,0
20405,20462,25,DENY,0
51633,51766,5000,DENY,0
8192,8469,6379,ALLOW,0
19251,19383,8443,ALLOW,1
20098,20303,3306,ALLOW,1
37653,37966,1433,DENY,1
58907,59042,3306,ALLOW,1
64468,64530,2222,DENY,0
32538,32614,6379,ALLOW,1
38741,38789,6443,ALLOW,0
52338,52356,9000,DENY,1
6277,6431,4443,DENY,1
2974,3297,21,DENY,0
42183,42309,443,ALLOW,1
502,542,8888,ALLOW,1
53036,53079,8000,DENY,1
62829,62854,22,DENY,0
36864,36925,6379,ALLOW,0
51299,51433,8080,DENY,1
24203,24609,8080,ALLOW,0
55733,55740,4443,DENY,0
47029,47472,2379,ALLOW,0
54595,54716,6379,DENY,1
16083,16278,22,ALLOW,0
8449,8875,80,ALLOW,0
19608,19729,10250,ALLOW,0
6202,6255,1433,ALLOW,1
16295,16396,3306,DENY,1
7688,8106,443,DENY,0
38380,38381,10250,DENY,0
57050,57225,443,DENY,1
34495,34675,2222,DENY,1
25563,25665,21,ALLOW,0
15334,15376,110,ALLOW,0
18953,19148,2222,ALLOW,1
7215,7895,5432,DENY,1
21609,21642,80,DENY,1
26813,27074,2222,DENY,1
39024,39240,22,ALLOW,0
51479,51783,25,DENY,0
26419,26466,443,ALLOW,0
29691,29753,80,DENY,1
56694,56989,8443,ALLOW,1
31637,32110,9000,DENY,0
36855,37048,6379,DENY,1
6085,6254,3306,ALLOW,0
13244,13266,6379,ALLOW,0
34851,34892,22,ALLOW,1
10646,10705,21,DENY,0
49547,49865,2379,ALLOW,0
21880,21900,22,ALLOW,0
10877,11266,80,ALLOW,0
2967,3041,1433,ALLOW,0
47244,47347,6379,ALLOW,0
56498,56739,9200,DENY,1
33889,33958,8888,DENY,0
36291,36318,2379,ALLOW,0
55388,55607,3306,ALLOW,1
35994,36179,22,DENY,0
862,1268,8443,DENY,0
20997,21121,5432,DENY,0
5384,5424,2379,DENY,0
47442,47713,9000,ALLOW,0
12165,12628,10250,ALLOW,0
7296,7785,8080,DENY,0
41687,42339,80,ALLOW,0
57343,57537,8000,DENY,0
459,516,4443,DENY,1
22098,22135,5432,ALLOW,1
4355,4642,25,DENY,1
7709,8037,5432,ALLOW,1
10548,10591,21,DENY,0
34998,35008,22,ALLOW,0
58009,58049,3389,DENY,1
57818,58104,4443,ALLOW,0
22381,22414,2379,ALLOW,0
19027,19665,8888,DENY,1
61601,61643,3389,ALLOW,0
45874,45898,1433,DENY,0
20259,20576,1433,ALLOW,0
31100,31602,1433,DENY,0
16379,16398,10250,ALLOW,0
2732,2820,27017,ALLOW,0
51994,52014,25,DENY,0
42251,42277,1433,ALLOW,0
40934,40995,2222,ALLOW,0
58006,58030,2222,ALLOW,0
41696,41851,9200,ALLOW,0
45736,46077,6443,ALLOW,0
46373,46391,27017,DENY,0
43227,43631,21,DENY,1
6961,6987,10250,ALLOW,0
42515,43078,2379,ALLOW,1
284,442,2222,DENY,0
64397,64403,8888,DENY,0
37871,38061,2222,ALLOW,1
46938,46977,53,ALLOW,0
16764,16894,8888,ALLOW,1
42091,42495,6379,ALLOW,0
12701,12851,2379,ALLOW,1
50854,51070,5000,DENY,1
10569,10593,53,DENY,0
36373,36791,443,ALLOW,1
42506,42652,5000,DENY,0
18936,19005,3389,ALLOW,1
57484,57596,1433,ALLOW,1
40488,40513,6443,DENY,1
16876,17258,1433,ALLOW,0
35173,35253,9200,ALLOW,0
61904,61966,6443,DENY,0
49511,49717,5000,ALLOW,0
16344,16588,21,DENY,1
38904,38974,9000,DENY,0
563,723,5000,DENY,0
32992,33077,3306,DENY,1
7044,7122,8000,DENY,0
55261,55724,8000,DENY,0
30831,30903,6379,ALLOW,0
8379,8427,21,DENY,0
9707,10167,8000,DENY,1
50105,50218,8000,DENY,0
30473,30526,2222,ALLOW,0
16366,17080,1433,DENY,1
58692,58936,4443,ALLOW,1
38328,38496,53,ALLOW,0
46592,46670,2379,ALLOW,0
30283,30344,2379,DENY,1
7712,7755,6443,DENY,1
41166,41400,5000,ALLOW,1
27089,27110,9000,DENY,0
34637,34683,9200,DENY,1
32455,32506,6443,DENY,0
32499,32644,110,ALLOW,1
31740,31810,3389,ALLOW,1
54600,54778,8080,DENY,0
28253,28329,443,DENY,0
59542,59602,3389,DENY,1
13900,14147,443,DENY,0
298,577,21,DENY,0
39448,39796,443,ALLOW,1
15660,15835,8000,DENY,1
24990,25065,5000,DENY,1
27491,27629,2222,DENY,1
7713,7977,6379,ALLOW,0
21417,21990,8000,DENY,1
37939,38132,3306,ALLOW,1
34867,35313,27017,DENY,0
22738,23013,8443,DENY,1
28668,28982,5432,ALLOW,1
31140,31189,22,ALLOW,1
30237,30300,10250,ALLOW,1
17331,17364,8080,DENY,1
17545,17610,110,ALLOW,0
42407,42555,3306,ALLOW,1
15217,15350,3306,DENY,1
36012,36142,9200,ALLOW,0
40128,40504,3389,ALLOW,0
13950,14084,25,ALLOW,0
34913,34988,110,DENY,1
34999,35071,3389,ALLOW,0
46969,46987,21,DENY,0
14728,15464,2379,ALLOW,0
34453,34724,1433,ALLOW,1
14609,14657,5000,ALLOW,0
51488,51611,8443,ALLOW,1
6425,6499,8888,DENY,1
31930,32061,3389,DENY,1
46463,46711,80,DENY,0
3130,3579,9000,ALLOW,0
22625,22883,6443,DENY,1
45523,45562,3389,DENY,0
54394,54620,27017,DENY,0
41177,41929,5432,ALLOW,0
22524,22623,8443,ALLOW,1
57481,57554,10250,ALLOW,0
7843,7929,9200,ALLOW,0
19185,19378,6443,ALLOW,0
63774,63791,2222,DENY,0
64852,64900,10250,ALLOW,0
14830,14870,6379,DENY,1
39370,39385,9000,DENY,0
34016,34069,4443,ALLOW,0
14770,14966,2379,DENY,0
14686,15042,110,ALLOW,0
46579,46650,443,ALLOW,0
54125,54279,1433,ALLOW,0
19202,19270,53,DENY,0
19440,19651,5000,ALLOW,1
24983,25246,9000,DENY,1
50348,50724,53,ALLOW,1
32827,32975,5432,DENY,1
6953,7064,80,ALLOW,1
43473,43846,1433,ALLOW,0
12850,12945,1433,DENY,0
55266,55323,3389,DENY,1
26103,26165,6379,DENY,1
60897,60947,3306,ALLOW,0
16687,16847,110,ALLOW,0
6170,6222,9000,ALLOW,0
14578,14671,22,DENY,1
6030,6401,10250,DENY,0
2213,2353,2222,ALLOW,0
38033,38184,9200,ALLOW,1
3913,4117,53,ALLOW,1
23718,23984,4443,ALLOW,1
7817,8002,22,ALLOW,0
1028,1104,4443,DENY,1
28956,29303,9000,ALLOW,1
668,720,5432,ALLOW,0
2907,3532,25,ALLOW,0
54702,54896,22,DENY,1
37160,37252,8443,DENY,1
54772,54949,8888,ALLOW,1
32749,32762,6443,DENY,1
26306,26401,5000,ALLOW,0
53932,53999,22,DENY,0
8886,8930,8443,DENY,0
1678,1759,27017,ALLOW,0
26432,26805,8888,ALLOW,0
56126,56557,9200,ALLOW,0
14809,14859,1433,ALLOW,0
53408,53477,6379,ALLOW,0
13622,13623,3306,DENY,0
34885,34940,3389,ALLOW,0
42414,42523,110,ALLOW,1
56690,57134,3389,ALLOW,0
42270,42324,21,DENY,0
42497,42531,9000,ALLOW,0
24037,24304,110,DENY,1
28771,29091,8000,ALLOW,0
50850,50928,53,DENY,0
39278,39468,6379,ALLOW,1
59278,59412,2379,DENY,1
4471,4521,443,DENY,0
25198,25470,4443,DENY,1
29887,30125,25,DENY,0
21586,21838,443,ALLOW,0
41993,42091,27017,ALLOW,0
33139,33257,5000,ALLOW,1
62939,62940,22,ALLOW,0
59995,60035,22,DENY,0
29211,29311,8000,ALLOW,1
7098,7290,10250,ALLOW,1
8185,8250,27017,ALLOW,0
28431,28698,6443,ALLOW,1
11968,12422,80,DENY,0
56099,56561,8000,ALLOW,0
37626,37826,10250,ALLOW,0
25504,25751,6379,DENY,1
35470,35579,2222,ALLOW,0
4075,4111,6443,DENY,0
25156,25379,8000,ALLOW,0
13584,13661,3306,DENY,1
9077,9196,5432,ALLOW,0
48472,48646,27017,DENY,1
40580,40890,80,DENY,1
23620,23672,3306,DENY,0
34642,34775,1433,DENY,1
16680,17014,6443,DENY,1
28969,29381,6443,ALLOW,0
25280,25306,80,ALLOW,0
5418,5757,2379,ALLOW,1
21362,21506,8000,ALLOW,0
12207,12310,6379,ALLOW,1
41738,42301,80,ALLOW,1
35967,35998,110,DENY,0
23920,24208,5000,ALLOW,0
3710,3937,9200,ALLOW,0
32859,32960,2222,DENY,1
41290,41332,21,ALLOW,0
33077,33220,6443,DENY,1
45100,45154,6379,ALLOW,0
47739,48063,5432,DENY,1
47962,48116,4443,DENY,1
57310,57428,3389,ALLOW,0
59537,59751,10250,DENY,1
47662,47708,4443,ALLOW,0
28596,28745,3389,DENY,1
35859,35938,5000,ALLOW,0
51274,51444,27017,DENY,0
4562,4647,27017,ALLOW,0
56284,56322,8000,ALLOW,0
55231,55245,5432,ALLOW,1
29498,29526,8080,DENY,0
11549,11601,3306,DENY,1
40579,40781,8888,ALLOW,0
48000,48790,80,ALLOW,0
3110,3154,443,DENY,0
51306,51412,8080,DENY,1
2608,2983,3306,ALLOW,0
10041,10085,53,ALLOW,0
28951,29076,5000,ALLOW,1
48708,48935,8888,DENY,0
41167,41485,2379,ALLOW,0
37235,37262,21,DENY,0
27397,27435,2379,ALLOW,0
8799,8908,8888,ALLOW,0
4431,4762,22,ALLOW,0
50047,50468,9000,DENY,1
481,858,3306,ALLOW,0
605,1010,443,DENY,1
22932,23319,27017,ALLOW,0
40375,40647,443,DENY,1
45236,45494,21,DENY,0
59428,59527,10250,ALLOW,1
40558,40658,10250,DENY,0
19494,19710,25,DENY,1
51861,52023,6443,ALLOW,1
46584,46603,6379,DENY,0
23674,23904,6379,ALLOW,1
51729,51786,6379,ALLOW,0
34118,34509,53,DENY,1
34671,34767,8000,DENY,1
41502,41538,6379,DENY,0
45148,45337,1433,DENY,1
9476,9481,6443,ALLOW,0
55289,55620,8000,ALLOW,1
54471,54671,1433,ALLOW,0
47210,47211,110,ALLOW,0
58324,58489,3306,DENY,1
6526,7135,8443,DENY,1
28354,28379,443,ALLOW,0
39671,39929,110,ALLOW,0
21787,21966,2379,ALLOW,0
32282,32879,25,ALLOW,0
14193,14380,5432,ALLOW,1
38003,38170,21,DENY,1
56097,56528,2379,DENY,0
30780,31013,9200,ALLOW,0
21653,21792,3306,ALLOW,1
15763,16464,9200,ALLOW,0
15474,15531,8443,DENY,0
56185,56530,2379,ALLOW,1
34996,35215,21,DENY,0
16494,16552,4443,DENY,1
1093,1178,8443,DENY,0
23965,24082,110,DENY,0
40157,40267,22,DENY,0
33051,33175,8080,DENY,1
11827,11858,9000,ALLOW,0
31054,31063,5432,ALLOW,0
29938,30207,10250,DENY,1
16757,17057,53,ALLOW,0
33367,33807,4443,DENY,0
10360,10411,4443,DENY,0
12550,12691,110,ALLOW,1
13587,13642,6379,ALLOW,0
41434,41485,27017,ALLOW,1
24236,24371,6443,DENY,1
11751,11864,80,ALLOW,1
50023,50067,1433,DENY,0
9926,10312,6443,ALLOW,1
478,513,2379,ALLOW,0
33963,34051,6443,DENY,0
58981,59028,8443,DENY,0
42239,42383,3389,DENY,1
56835,56967,53,ALLOW,1
28911,28963,9000,DENY,0
36036,36240,1433,ALLOW,1
34570,34928,3306,ALLOW,0
2620,2746,2379,DENY,1
44063,44164,10250,DENY,1
5833,5982,22,ALLOW,1
52763,52905,2222,ALLOW,1
133,548,22,ALLOW,0
58454,58566,9000,ALLOW,1
42113,42256,6443,ALLOW,0
34484,34669,2222,ALLOW,0
32864,33061,25,DENY,1
56751,57117,3389,DENY,1
17688,17881,443,DENY,1
36097,36166,1433,DENY,0
27748,27903,80,DENY,0
35332,35359,5432,ALLOW,0
26250,26337,1433,ALLOW,0
19802,19942,110,DENY,0
11738,11860,80,ALLOW,1
21799,21878,53,ALLOW,0
52236,52267,5432,ALLOW,0
49640,49696,6443,DENY,1
10397,10410,5432,ALLOW,0
19782,20315,443,ALLOW,1
7158,7354,22,DENY,1
15065,15125,2222,DENY,1
6860,6902,443,ALLOW,0
48538,48769,6379,ALLOW,1
35237,35398,8000,ALLOW,1
7619,7871,3389,DENY,0
25350,25517,110,DENY,1
30180,30496,53,ALLOW,1
29068,29666,8000,ALLOW,0
21367,21499,443,ALLOW,0
46305,46312,2222,DENY,0
36604,36760,1433,DENY,1
55750,56133,27017,DENY,0
17967,18003,27017,ALLOW,0
46389,46791,22,DENY,0
7648,7680,3306,ALLOW,0
44900,45038,27017,DENY,0
1026,1068,8080,DENY,0
52910,53055,22,ALLOW,1
14639,15016,53,ALLOW,0
34381,34658,8000,ALLOW,0
342,380,2222,DENY,0
1574,1764,22,DENY,0
57350,57518,443,DENY,1
59871,59908,10250,ALLOW,0
6621,6734,8888,DENY,0
33217,33877,8443,DENY,1
30310,30427,6443,DENY,1
36594,36654,443,DENY,0
23209,23229,27017,ALLOW,0
56424,56576,3389,DENY,1
